Brand_ID,Brand_Name,Classification,Price,quality,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,free_chlorides
W-1457,Pointless Door,White,9.99,5,7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,0.036559195
W-1458,Replitz Vintners,White,14.99,6,7.1,0.22,0.74,2.7,0.044,42,144,0.991,3.31,0.41,12.2,0.032937968
W-1459,Happy Riddle,White,14.99,6,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,0.025930853
W-1460,Organic Turn Vines,White,9.99,5,6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,0.03317839
W-1461,Cartwheel Vineyards,White,8.99,5,6.9,0.54,0.32,13.2,0.05,53,236,0.9973,3.2,0.5,9.6,0.042865287
W-1462,Redundant Butter,White,15.99,6,7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,0.0316612
W-1463,Losenoid,White,9.99,5,8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,0.039524286
W-1464,Alluring Light,White,13.99,6,6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,0.032116751
W-1465,Faint Whisper Vintners,White,19.99,7,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,0.020466597
W-1466,Hysleria Vines,White,22.99,7,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,0.023096608
W-1467,Cultured Set Winery,White,10.99,5,6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,0.038597967
W-1468,Ludicrous Calculator Wines,White,9.99,5,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4,0.039211842
W-1469,Rodrup Winery,White,24.99,7,5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,0.019397739
W-1470,Caring Creditor Vintners,White,20.99,7,5.6,0.22,0.32,1.2,0.024,29,97,0.98823,3.2,0.46,13.05,0.018261505
W-1471,Upturn,White,12.99,5,7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,0.047258979
W-1472,Kaloolun,White,10.99,4,6.4,0.34,0.2,14.9,0.06,37,162,0.9983,3.13,0.45,9,0.05284714
W-1473,Pleasant Grapes Vintners,White,15.99,6,8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,0.024722123
W-1474,Luezoid,White,17.99,6,6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,0.032464897
W-1475,Castrealm Wine,White,14.99,6,7.4,0.2,1.66,2.1,0.022,34,113,0.99165,3.26,0.55,12.2,0.030995834
W-1476,Spusious Wine,White,17.99,6,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,0.023888641
W-1477,Waterside,White,26.99,7,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,0.020006042
W-1478,Laughable Observation Wines,White,18.99,6,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,0.024337947
W-1479,Reiltas Vineyards,White,17.99,6,5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,0.027140798
W-1480,Groovy Mask Vineyards,White,19.99,6,7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,0.029320698
W-1481,Joyous Friends Wines,White,8.99,5,6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,0.033915665
W-1482,Riverbanks,White,22.99,7,7.3,0.19,0.27,1.6,0.027,35,136,0.99248,3.38,0.54,11,0.018561278
W-1483,Jeren,White,16.99,6,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,0.024337947
W-1484,Looplab,White,12.99,5,6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,0.039211842
W-1485,Backlash Winery,White,29.99,8,6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,0.016269263
W-1486,Level Headed Vintners,White,12.99,5,7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,0.03354399
W-1487,Nedril,White,19.99,6,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,0.023962657
W-1488,Zestily Jealous Vines,White,13.99,5,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,0.042512488
W-1489,Questionably Overconfident,White,8.99,5,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,0.045269353
W-1490,Didiza Wine,White,18.99,7,6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,0.019506258
W-1491,Turnbuckle,White,10.99,5,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,0.046447681
W-1492,Nevermore,White,21.99,7,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,0.023026566
W-1493,Hendassa Vintners,White,11.99,5,6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,0.044696932
W-1494,Brief Rain Wine,White,27.99,8,5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,0.01574285
W-1495,Voonex,White,22.99,7,7,0.18,0.26,1.4,0.044,46,89,0.99256,3.39,0.48,10.7,0.017872973
W-1496,Lively Jelly Vines,White,20.99,7,7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,0.018611957
W-1497,Thoughtful Farm Vines,White,19.99,6,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,0.025195263
W-1498,Curvy Road,White,18.99,6,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,0.030995834
W-1499,Wavefire,White,18.99,6,6.5,0.17,0.31,1.5,0.041,34,121,0.99092,3.06,0.46,10.5,0.029320698
W-1500,Quick Detail,White,19.99,6,6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,0.028151885
W-1501,Lulerain,White,9.99,5,6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,0.04
W-1502,Honeysuckle,White,16.99,6,8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,0.029829287
W-1503,Divergent Approval,White,14.99,6,8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,0.028341779
W-1504,Witty Kittens,White,7.99,4,9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,0.05284714
W-1505,Defiant Winery,White,15.99,6,6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,0.025195263
W-1506,Vasagle,White,8.99,5,8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,0.035200237
W-1507,Public Floor Wines,White,18.99,6,7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,0.030036434
W-1508,Tenuous Connection,White,13.99,5,8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,0.044135301
W-1509,Wheelhouse,White,10.99,5,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,0.036143359
W-1510,Maddening Recess,White,11.99,5,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,0.036559195
W-1511,Clever Cannon,White,12.99,5,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,0.039524286
W-1512,Moonscape Vintners,White,13.99,6,6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,0.023962657
W-1513,Sunfish,White,18.99,6,6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,0.029726516
W-1514,Gleblu Wine,White,14.99,5,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,0.0336672
W-1515,Honeybee Vintners,White,19.99,7,7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,0.023308665
W-1516,Stingy Uncle Vineyards,White,25.99,7,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,0.019290123
W-1517,Cattail Wines,White,17.99,6,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,0.028057653
W-1518,Superb Plate,White,16.99,6,6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,0.026874496
W-1519,Flat Sail,White,24.99,7,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,0.022749557
W-1520,Vagabond Shop Vineyards,White,15.99,6,6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,0.032818736
W-1521,Plifal Vintners,White,13.99,5,6.4,0.2,0.28,2.5,0.032,24,84,0.99168,3.31,0.55,11.5,0.034677791
W-1522,Cazoova Wines,White,23.99,7,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,0.021311737
W-1523,Waterwheel,White,25.99,7,7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,0.022144274
W-1524,Onama,White,14.99,5,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,0.042164026
W-1525,Bellbottom Wine,White,13.99,6,6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,0.023962657
W-1526,Majestic Power Vines,White,15.99,6,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,0.026439289
W-1527,Tricky Task Vintners,White,21.99,7,7.1,0.12,0.3,3.1,0.018,15,37,0.99004,3.02,0.52,11.9,0.022887433
W-1528,Upscale,White,16.99,6,7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,0.031325867
W-1529,Spourmo Vintners,White,10.99,5,8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,0.041143967
W-1530,Uneven Vineyards,White,12.99,5,5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,0.042688341
W-1531,Pegmode,White,20.99,7,6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,0.022612923
W-1532,Energetically Ignorant,White,11.99,5,8.8,0.27,0.25,5,0.024,52,99,0.9925,2.87,0.49,11.4,0.044508537
W-1533,Snowball,White,12.99,5,6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,0.048730806
W-1534,Rain Stick,White,28.99,8,7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4,0.014586105
W-1535,Limelight Winery,White,11.99,5,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,0.038446751
W-1536,Johackle Vineyards,White,14.99,5,8.4,0.31,0.31,0.95,0.021,52,148,0.99038,2.93,0.32,11.5,0.033057851
W-1537,Melted Copper Vintners,White,27.99,8,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,0.01498152
W-1538,Nifty Monkey,White,18.99,6,6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,0.023888641
W-1539,Bookbox Vineyards,White,17.99,6,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,0.024878345
W-1540,Lovely Writer Vines,White,8.99,4,7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,0.049824617
W-1541,Slowdown Wines,White,16.99,6,7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,0.025195263
W-1542,Perpetual Shade,White,14.99,6,7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,0.024722123
W-1543,Flawless Memory,White,17.99,6,6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,0.024722123
W-1544,Fluttering Butterfly,White,15.99,6,6.7,0.32,0.32,1.7,0.031,31,114,0.98946,3.12,0.35,12.5,0.027140798
W-1545,Teamwork Vineyards,White,6.99,4,7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,0.071491893
W-1546,Gogopo,White,14.99,6,6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,0.02750207
W-1547,Sassee Wine,White,14.99,6,5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,0.026962826
W-1548,Jumpy Wheel Wine,White,12.99,5,6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,0.042688341
W-1549,Ballroom Vines,White,16.99,6,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,0.028246593
W-1550,Fantastic Farm Vines,White,6.99,4,6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,0.070358618
W-1551,Small Estate Vintners,White,15.99,6,7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,0.032818736
W-1552,Watershed Wine,White,9.99,5,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,0.035599858
W-1553,Versed Wines,White,18.99,6,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,0.0316612
W-1554,Crestboot Vintners,White,9.99,5,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,0.042865287
W-1555,Unique,White,13.99,6,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,0.031325867
W-1556,Pinstripe,White,16.99,6,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,0.023962657
W-1557,Superfine Vintners,White,9.99,4,8.6,0.34,0.36,1.4,0.045,11,119,0.99556,3.17,0.47,9.4,0.050498674
W-1558,Yodacloud Vintners,White,20.99,7,7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,0.020292043
W-1559,Immense Grape,White,14.99,6,8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,0.025847541
W-1560,Amused,White,16.99,6,7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11,0.023668639
W-1561,Esuyp,White,16.99,6,6.7,0.38,0.26,9.55,0.036,35,91,0.9919,2.98,0.37,12.4,0.032348222
W-1562,Drawbridge Vineyards,White,36.99,8,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4,0.014763874
W-1563,Guarded Tail Vintners,White,12.99,5,7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,0.038597967
W-1564,Tremendous Color,White,14.99,5,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,0.044696932
W-1565,High Hill Wines,White,22.99,7,6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,0.023523655
W-1566,Moonbeam Vintners,White,11.99,5,7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,0.044135301
W-1567,Yeinydd Winery,White,23.99,7,6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,0.020643414
W-1568,Friendly Fox,White,20.99,7,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,0.022410269
W-1569,Bookseller Winery,White,13.99,6,5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,0.027870602
W-1570,Zealously Honorable Vintners,White,14.99,6,7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,0.0256
W-1571,Wonderful Arithmetic,White,15.99,6,6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,0.027320538
W-1572,Noelind Wines,White,11.99,5,7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8,0.045269353
W-1573,Zestybus,White,14.99,5,6.9,0.38,0.38,13.1,0.112,14,94,0.99792,3.02,0.48,9.2,0.036982249
W-1574,Jackpot,White,14.99,6,7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,0.025355998
W-1575,Impossible Notion Winery,White,17.99,6,6,0.39,0.26,2.7,0.038,39,187,0.99325,3.41,0.5,10.8,0.033057851
W-1576,Rare Dirt,White,11.99,5,7.1,0.12,0.32,9.6,0.054,64,162,0.9962,3.4,0.41,9.4,0.038903089
W-1577,Functional Business,White,11.99,5,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,0.048946668
W-1578,Flying Kite Vintners,White,16.99,6,7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,0.024878345
W-1579,Lavish,White,15.99,6,7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,0.024878345
W-1580,Insidious Work Wines,White,13.99,6,7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,0.029320698
W-1581,Parched Wanderer,White,15.99,6,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,0.028151885
W-1582,Shorogyt Vintners,White,24.99,7,7.2,0.26,0.24,7,0.023,19,130,0.99176,3.14,0.49,12.8,0.020643414
W-1583,Ferirama Vintners,White,9.99,5,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,0.036006323
W-1584,Scientific,White,15.99,6,7.9,0.21,0.4,1.2,0.039,38,107,0.992,3.21,0.54,10.8,0.030351224
W-1585,Giddy Crow,White,10.99,5,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,0.037703836
W-1586,Railroad Vines,White,9.99,4,5.9,0.21,0.28,4.6,0.053,40,199,0.9964,3.72,0.7,10,0.080251025
W-1587,Flagrant Bulb,White,14.99,6,7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8,0.026439289
W-1588,Passbook,White,17.99,6,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6,0.024111724
W-1589,Grumpy Monk,White,16.99,6,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,0.030351224
W-1590,Watercolor Wines,White,8.99,4,6.8,0.32,0.34,1.2,0.044,14,67,0.9919,3.05,0.47,10.6,0.05588809
W-1591,Scapegoat,White,17.99,6,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,0.029522561
W-1592,Exotic Fog,White,17.99,6,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,0.02618322
W-1593,Fancy Cup,White,26.99,7,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13,0.022818339
W-1594,Essentially Coherent,White,13.99,6,6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,0.028630243
